Usuario_ID,Nombre_cancion,diff_F_min,diff_F_max,diff_F_prom,diff_F_mediana,diff_P10,diff_P90,diff_rango,diff_rango_efectivo,label
U072,Tu jardin con enanitos - Melendi,65.2113,274.9897,87.2675,81.22,7.1948,506.8182,102.4711,499.6234,0
U045,Fragile - Laufey,68.1531,76.3578,33.4264,63.6261,24.3835,133.3474,83.7303,157.7309,0
U055,My you - Jung Kook,41.1241,473.5906,58.8393,53.9182,68.2334,25.4174,553.6719,42.8161,0
U064,Easy on me - Adele,56.9236,625.5469,203.3174,186.7522,96.6965,184.8622,776.7971,88.1657,0
U002,Euphoria - Jung Kook,11.4735,224.4031,98.2393,49.9991,183.956,151.3825,221.0948,335.3384,0
U048,Estos celos - Vicente Fernandez,84.5936,334.317,145.4178,110.5095,125.5445,208.4624,254.0324,82.9179,0
U089,Send my love - Adele,75.6509,49.6772,55.6245,0.4429,5.4494,60.3273,112.4279,54.878,1
U093,Bad - Michael Jackson,79.6162,226.9315,14.3372,16.2191,41.2934,100.0628,253.931,58.7695,1
U048,Lover girl - Laufey,22.6085,351.8352,66.0256,39.7833,23.3106,191.7641,324.9177,215.0749,0
U050,A veces a besos - Greeicy,72.6662,78.6206,6.4284,1.4021,40.6198,73.4809,151.0645,32.8611,1
U048,Rincon - Milo J,84.5936,290.3955,168.8533,142.3518,87.7781,281.48,210.1109,193.702,0
U005,Dead women - Mitski,18.0156,414.2498,5.7494,3.1599,35.7688,7.0792,423.8519,42.848,1
U039,I am - Milo J,63.5103,173.8728,203.6204,230.4294,139.4261,439.0168,160.2747,299.5909,0
U007,First love late spring - Mitski,68.0895,100.8247,10.0459,27.0287,26.9952,70.3806,267.8531,97.3758,1
U110,Dead women - Mitski,67.0206,534.2391,4.3428,0.1144,26.4866,109.7763,620.1542,136.2629,1
U006,A veces a besos - Greeicy,64.6968,16.7868,11.0214,36.462,7.9922,185.8462,70.221,177.854,1
U088,Colapso - Kevin Kaarl,62.9902,117.6868,54.1687,63.0665,28.507,36.2429,30.7673,7.7359,1
U023,The girl is mine - Michael Jackson,84.5936,39.6331,55.5013,50.8183,59.6301,82.3959,45.4266,22.7658,1
U118,Easy on me - Adele,52.0939,641.8125,207.1527,181.6815,119.5716,218.0294,787.1705,98.4578,0
U038,Me arrepiento - Alex Ubago,60.5,35.9837,38.5231,40.2237,91.1608,73.7404,25.6025,17.4204,1
U090,Fecha de caducidad - Melendi,54.7533,162.459,142.4461,152.592,103.2976,142.3912,96.2042,39.0937,0
U044,A veces a besos - Greeicy,72.6662,206.5915,25.0267,23.4537,98.6294,41.7443,296.3046,56.8851,1
U117,Love in the dark - Adele,51.2882,131.4008,32.9668,13.7295,3.4811,44.0282,104.2284,40.5471,1
U101,Euphoria - Jung Kook,13.439,383.6684,149.1318,130.4155,171.6361,133.6188,401.8046,38.0172,0
U037,Nobody - Mitski,62.7244,22.5725,112.6109,87.9499,78.3639,119.9552,110.0149,41.5913,0
U068,West coast - Lana del rey,30.6722,153.0863,0.0483,35.9906,74.8522,173.6367,171.9669,248.489,0
U094,You know i'm no good - Amy Winehouse,3.5014,223.9154,98.4355,109.2318,117.7717,127.528,268.166,9.7563,0
U066,Te busco audio - Celia Cruz,77.2582,287.1719,41.7963,97.0698,26.3849,296.7409,323.3965,270.356,0
U028,Si supieras - Kevin Kaarl,54.5809,48.9848,42.5437,28.0657,19.4411,75.5581,161.3635,56.117,1
U007,Sigo aqui - Alex Ubago,68.0895,117.5448,28.8391,24.4724,42.3004,74.1667,284.5732,31.8662,1
U067,Niño - Milo J,61.4564,113.6618,36.5083,49.0086,7.901,115.6139,23.2601,107.7129,1
U001,Aunque no te pueda ver - Alex Ubago,45.2554,473.5646,22.416,2.3008,38.2051,76.2827,530.9746,38.0777,1
U117,Diamonds - Rihanna,51.2882,242.7171,18.6086,30.3315,26.4804,23.8234,215.5447,2.657,1
U041,Los consejos - Greeicy,84.5936,133.1307,45.0065,24.5566,44.9832,323.5343,65.9249,368.5176,0
U034,Stronger than me - Amy Winehouse,5.1684,594.9991,144.5417,156.6608,112.1014,38.7712,630.9651,73.3301,0
U016,Summertime sadness - Lana del rey,61.6368,572.248,91.8666,71.4367,23.4323,62.1925,661.9641,38.7602,0
U111,Hate you - Jung Kook,44.9827,228.1721,69.1416,43.8656,33.6043,90.5034,403.2189,124.1076,0
U101,Te quiero tanto - Kevin Kaarl,58.0326,351.3548,18.0539,35.3474,19.5452,25.8828,414.0846,45.428,1
U001,"Volver, volver - Vicente Fernandez",48.7455,558.2153,87.2868,70.3758,66.6695,137.0913,619.1155,70.4218,0
U089,Hate you - Jung Kook,62.2957,100.0881,13.9967,36.9944,71.0956,116.023,50.6926,44.9274,1
U012,Back to black - Amy Winehouse,28.0653,85.4523,0.657,28.4631,1.0998,92.2913,22.2919,91.1915,1
U113,Beso - Josean Log,59.4279,223.2033,32.4325,52.0196,17.0678,79.8458,164.2458,62.778,1
U101,Easy on me - Adele,58.0326,531.0398,140.3476,148.2092,109.249,136.4634,593.7696,27.2144,0
U095,Taco placero - Paquita la del barrio,55.411,24.0592,2.0859,11.6703,96.5234,32.7914,30.3119,63.732,1
U022,Te quiero tanto - Kevin Kaarl,41.8354,418.6254,52.7008,16.8846,15.342,106.2905,481.4788,90.9486,0
U100,I am - Milo J,58.2275,535.8848,24.972,38.6903,12.5774,28.6552,659.6844,16.078,1
U074,Sin remitente - Melendi,68.8065,109.9192,27.5429,60.0111,21.797,39.5334,13.3913,17.7365,1
U005,Sangre para derramar - Milo J,27.8544,121.0736,46.4171,77.766,54.0675,17.2685,140.5145,36.799,1
U082,"Volver, volver - Vicente Fernandez",80.5192,593.1626,71.9976,42.1567,43.7545,100.573,739.902,56.8185,0
U013,Brooklyn baby - Lana del rey,19.0447,569.873,149.6462,138.6003,58.8167,234.1373,603.9867,175.3208,0
U011,Love is a losing game - Amy Winehouse,2.317,218.1073,10.1885,3.912,105.9344,80.5635,211.9968,186.4978,1
U070,Como hacer para olvidarte - Manuel Medrano,54.0328,331.4084,11.6421,9.1179,1.3314,107.3304,435.174,108.6618,1
U060,Say yes to heaven - Lana del rey,21.9541,275.5105,67.2863,14.0405,14.665,87.7237,187.7975,73.0587,1
U050,Yes or no - Jung Kook,81.1035,31.884,2.7089,3.0078,15.1902,9.4275,48.9971,5.7628,1
U075,Sin remitente - Melendi,67.6972,475.5686,215.6825,247.8794,97.9663,216.5045,590.9863,118.5382,0
U090,Rata de dos patas - Paquita la del barrio,54.7533,131.2581,65.2621,46.0918,18.6284,80.7298,65.0033,62.1014,1
U020,Young and beautiful - Lana del rey ,50.5717,267.1538,5.4277,17.508,16.6392,167.8361,228.9384,151.1969,1
U031,Aunque no te pueda ver - Alex Ubago,72.6696,518.7204,8.927,28.0241,27.9513,57.2099,697.0838,29.2587,1
U017,Mujeres divinas - Vicente Fernandez,39.6554,20.6295,10.4899,31.6062,0.324,145.782,61.3946,145.4579,1
U103,You da one - Rihanna,75.6635,469.8333,141.0835,87.6414,128.3479,217.6239,651.0863,89.276,0
U020,"Volver, volver - Vicente Fernandez",81.4806,359.0505,7.9142,2.2718,69.2475,108.9592,428.1748,39.7117,1
U038,Young and beautiful - Lana del rey ,29.5911,130.0815,59.1886,75.4116,26.8854,22.0126,99.4042,48.898,1
U023,Que le den candela - Celia Cruz,25.8139,445.6086,7.4357,11.7847,4.4311,62.3075,471.8886,66.7386,1
U021,In my bed - Amy Winehouse,29.4064,162.8667,12.1446,9.6857,62.7754,252.8148,46.211,315.5902,0
U059,Beat it - Michael Jackson,63.4427,436.5408,144.9449,143.6234,104.2642,375.3183,497.8158,479.5824,0
U087,Rie y llora - Celia Cruz,15.8042,185.7344,91.0869,96.6143,34.5286,269.565,104.7837,235.0364,0
U106,Quiero + - Greeicy,54.3983,529.9812,104.2465,104.9625,86.6978,81.8642,606.6508,4.8336,0
U060,Hombres malvados - Paquita la del barrio,38.48,239.9017,18.5687,15.9814,3.7582,246.385,311.0888,250.1431,0
U090,Bitch better have my money - Rihanna,29.2502,162.459,0.7105,47.8773,80.0697,27.4787,70.701,107.5485,1
U067,Si supieras - Kevin Kaarl,67.7894,48.46,3.697,18.0042,14.0481,56.7557,191.7149,70.8038,1
U035,Niño - Milo J,64.8809,137.3929,46.1239,55.2503,12.1653,36.3988,33.7796,24.2335,1
U052,Beso - Josean Log,66.8761,67.5623,11.1521,25.0376,36.5661,72.757,75.959,109.3231,1
U053,Someone like you - Adele,57.3204,248.8079,24.5713,16.7225,56.5964,56.8028,280.6672,0.2064,1
U103,El chofer - Vicente Fernandez,67.6537,20.3155,40.4428,19.4482,60.0798,82.9972,193.5586,22.9174,1
U064,Rincon - Milo J,56.9236,47.8847,22.2688,10.115,3.9272,69.1094,103.3655,65.1822,1
U073,Pierdeme el respeto - Paquita la del barrio,70.7286,222.3168,63.5817,69.5862,24.0875,64.6601,379.8765,88.7476,0
U048,Soltera - Shakira,84.5936,252.2464,17.4342,14.5712,15.4167,88.9506,332.531,104.3675,1
U023,Quiero + - Greeicy,84.5936,445.6086,23.0853,10.103,10.0108,66.8623,530.6683,76.8731,1
U090,Azul celeste - Paquita la del barrio,54.7533,247.0793,94.8706,60.3874,128.2887,114.9999,313.3341,13.2888,0
U054,Bored - Laufey,84.5936,192.4992,42.6345,68.7799,27.9395,30.3854,127.8114,2.4459,1
U100,La mujer que bota fuego - Manuel Medrano,60.9263,38.2767,19.742,8.2106,10.389,1.1273,88.2217,11.5163,1
U078,Los consejos - Greeicy,84.5936,230.087,130.6835,108.3814,19.9401,456.7344,230.0388,436.7944,0
U070,La vida es un carnaval - Celia Cruz,37.8049,629.7093,147.8634,144.6536,123.9384,71.3073,717.247,52.6311,0
U018,Bad - Michael Jackson,80.3973,236.0554,18.0468,7.8638,6.2792,179.993,267.9942,173.7137,1
U114,A veces a besos - Greeicy,67.0616,136.7365,79.221,82.5611,48.6466,361.928,228.0443,410.5746,0
U007,Loba - Shakira,68.0895,576.7176,138.494,134.1,145.0106,235.5778,743.746,90.5672,0
U063,Doma - Josean log,41.9008,21.8889,66.3625,43.6639,156.4517,50.1043,58.9577,106.3475,0
U099,Rehab - Amy Winehouse,49.2674,66.4354,11.2086,35.7258,71.4649,112.3449,102.7661,183.8099,1
U003,Rincon - Milo J,81.888,318.333,121.2787,108.094,62.087,277.8044,245.0972,215.7174,0
U094,Back to black - Amy Winehouse,56.1603,452.2939,89.0035,100.7746,102.2528,125.5166,549.2034,23.2638,0
U032,Promise - Laufey,75.3734,455.032,53.0826,43.7141,77.2884,144.4649,530.4054,221.7533,0
U062,Los consejos - Greeicy,23.8405,63.815,41.2823,72.9368,40.5584,76.1659,50.5223,35.6074,1
U072,The girl is mine - Michael Jackson,65.2113,247.3706,64.4619,46.1824,27.6704,443.2857,419.8892,415.6153,0
U119,From the start - Laufey,18.6661,161.4366,21.3669,12.5371,62.1091,51.1229,184.3478,113.232,1
U091,I'll change for you - Mitski,5.5468,621.8469,167.4278,156.0234,77.0625,159.3007,661.5731,82.238,0
U096,Vamonos a marte - Kevin Kaarl,55.4071,448.5017,126.7208,157.403,121.198,571.9596,515.3055,450.7615,0
U047,Easy on me - Adele,84.5936,423.9662,77.3529,50.2003,7.8339,86.3382,507.5319,94.172,0
U059,A gritos de esperanza - Alex Ubago,63.0638,187.8746,28.6987,57.6663,23.2836,38.27,126.9785,14.9864,1
U012,From the start - Laufey,70.5,319.1247,23.6481,7.7479,17.1118,54.2469,525.4343,71.3587,1
U044,Rara vez - Milo J,84.5936,232.6872,82.7148,115.6391,13.2305,152.286,334.3276,165.5164,0
U028,Niño - Milo J,48.2479,113.137,9.7324,2.9387,2.508,16.6999,7.0913,19.2079,1
U048,Hate you - Jung Kook,68.5396,65.0301,65.8422,26.6742,27.1333,129.3963,0.7995,102.263,1
U006,Gitana - Shakira,63.7983,16.7868,16.1607,14.8467,4.4453,229.0131,69.3224,233.4584,1
U082,Un violinista en tu tejado - Melendi,80.5192,22.2084,37.6272,49.4978,9.8123,73.6932,124.531,83.5055,1
U044,My love mine all mine - Mitski,42.5124,346.6027,7.3153,60.7246,45.2782,47.7189,406.1619,92.9971,1
U067,Las de la intruicion - Shakira,67.7894,497.643,140.8283,122.5162,81.1218,181.1907,640.8979,100.0689,0
U100,Top of the world - Shawn Mendes,60.9263,64.016,43.1204,49.2457,4.413,147.5927,190.5144,143.1796,0
U001,Taco placero - Paquita la del barrio,48.7455,87.2021,43.7438,50.4396,1.8296,88.0421,148.1024,86.2125,1
U016,Vamonos a marte - Kevin Kaarl,62.0179,101.1836,2.3907,27.565,13.3887,7.8296,11.0864,21.2183,1
U110,When we were young - Adele,77.6194,462.1045,109.0226,115.5848,26.4866,99.2565,558.6184,72.7699,0
U107,Aca entre nos - Vicente Fernandez,72.1148,486.3567,29.0364,27.57,57.1381,29.2602,569.6594,27.878,1
U053,Limonar - Greeicy,29.7273,35.6481,11.1989,34.9059,55.3438,24.4164,39.9143,30.9274,1
U062,La distancia - Manuel Medrano,23.8405,178.1673,3.3575,11.9747,30.4229,25.3266,191.46,55.7495,1
U028,Chicago - Michael Jackson,54.5809,395.499,137.3424,91.8173,82.0123,220.2038,507.8777,138.1915,0
U073,Mercy - Shawn Mendes,70.7286,446.9202,113.6731,128.1385,62.9446,95.1913,604.4799,32.2467,0
U001,Smooth criminal - Michael Jackson,48.7455,558.2153,131.3373,60.9883,4.9957,343.8828,619.1155,338.8871,0
U060,Gitana - Shakira,25.6541,80.4964,20.7855,10.7585,12.1215,257.2894,164.5094,269.4109,0
U014,Gitana - Shakira,71.7677,198.1435,0.3945,12.2605,86.8318,31.0864,281.3344,55.7454,1
U068,Brooklyn baby - Lana del rey,2.45,418.4726,110.7202,89.9518,56.9047,202.5009,409.131,145.5964,0
U043,Bored - Laufey,68.1244,113.9201,141.4082,128.2701,71.8767,153.1856,259.2015,81.3089,0
U086,Cinnamon girl - Lana del rey,74.4325,262.7659,46.4542,1.3069,93.1855,145.8506,338.4278,52.6651,0
U080,San lucas - Kevin Kaarl,11.5538,286.281,6.2504,12.83,52.8992,204.8204,303.3404,151.9212,0
U116,Bitch better have my money - Rihanna,52.7223,477.4982,121.755,163.063,186.404,29.914,530.4023,156.49,0
U104,Stitches - Shawn Mendes,33.0441,61.1665,42.7649,66.3569,0.4951,73.3302,88.9358,72.8353,1
U019,Rincon - Milo J,65.9542,54.6222,10.2577,15.8691,19.7567,30.5171,120.9136,10.7604,1
U070,Sin miedo a nada - Alex Ubago,56.7316,224.1476,60.0754,37.0595,0.5736,47.4524,330.612,46.8789,1
U059,In my blood - Shawn Mendes,63.4427,381.02,12.3704,20.3202,39.9268,99.5992,442.295,139.5259,1
U117,Let you break my heart again - Laufey,42.505,148.1751,21.8398,19.1679,25.206,82.6466,27.2095,57.4406,1
U076,Smooth criminal - Michael Jackson,52.1989,603.8143,152.8814,71.8991,4.3298,314.1874,713.6818,318.5172,0
U111,Tierra - Josean Log,61.0367,572.0808,160.6432,115.4244,60.3841,220.8732,731.0736,160.4891,0
U005,My love mine all mine - Mitski,13.4668,217.0827,42.5247,15.3133,20.6306,61.6313,195.2024,41.0007,1
U005,Doma - Josean log,28.6144,187.1067,1.7808,9.8337,89.8044,16.1931,207.3076,105.9976,1
U069,Why why why - Shawn Mendes,84.5936,319.6317,43.8917,116.5655,99.0204,121.9527,400.5845,22.9323,0
U118,Cheque al portamor - Melendi,52.0939,54.172,45.0247,27.5633,24.654,8.1131,199.53,32.7671,1
U059,Colapso - Kevin Kaarl,63.4427,265.1887,105.8621,134.6308,71.4827,86.9748,203.9136,15.4921,0
U047,The girl is mine - Michael Jackson,84.5936,104.7066,26.5881,49.7929,102.7515,31.0833,21.1409,71.6681,1
U087,San lucas - Kevin Kaarl,45.6068,505.1014,195.8679,172.3381,131.7689,362.2906,556.2495,230.5217,0
U058,Dame tu aire - Alex Ubago,51.3542,63.8307,14.2592,1.9145,4.5511,74.2426,37.664,69.6916,1
U095,Aca entre nos - Vicente Fernandez,55.411,403.7731,14.2763,10.1979,24.724,20.6173,458.1441,4.1066,1
U108,Lo hecho esta hecho - Shakira,32.0568,319.6309,117.2114,72.3742,65.59,49.3192,317.9422,114.9092,0
U050,I bet on losing dogs - Mitski,83.4503,403.4266,29.1162,3.0078,67.5566,6.4345,486.6545,61.1222,1
U080,Love in the dark - Adele,11.5538,274.5184,122.6347,100.0219,22.6162,70.6385,257.459,93.2547,0
U011,Set fire to the rain - Adele,62.6929,516.3447,52.0267,54.3475,132.4649,21.513,582.831,110.9519,0
U080,No me culpes por sentir - Kevin Kaarl,11.5538,345.842,27.6533,22.8742,83.1603,235.0538,362.9014,151.8935,0
U059,Beso - Josean Log,63.4427,244.1502,43.5613,57.6663,89.8321,27.7936,182.8752,62.0385,1
U059,First love late spring - Mitski,63.4427,88.8455,52.4342,56.3844,114.1098,9.5055,27.5705,104.6043,1
U110,Love in the dark - Adele,77.6194,416.7188,97.4372,83.4831,29.8928,31.9401,513.2327,2.0473,0
U030,Stronger than me - Amy Winehouse,35.4612,361.074,23.4286,19.3022,66.2411,0.9961,388.7988,67.2372,1
U073,Hello - Adele,65.2196,586.0203,222.1145,185.0636,110.6368,291.3833,738.071,180.7465,0
U045,Never be alone - Shawn Mendes,68.532,184.5869,143.1236,181.2351,92.8287,235.2444,192.3383,142.4157,0
U080,Alguien como tu - Josean Log,11.5538,161.8773,23.2408,22.8742,95.598,218.2278,178.9367,122.6298,0
U075,Lo hecho esta hecho - Shakira,33.966,212.2571,13.2628,28.7676,43.9395,68.5235,63.1082,24.584,1
U117,Treat you better - Shawn Mendes,51.2882,114.9146,23.378,20.2149,54.5923,6.7245,87.7423,61.3169,1
U106,Hombres malvados - Paquita la del barrio,54.3983,58.0001,115.9327,117.0099,127.8562,72.911,134.6697,54.9451,0
U106,Brooklyn baby - Lana del rey,20.6671,573.4123,163.3088,160.2059,97.1565,158.733,616.3507,61.5766,0
U102,Say yes to heaven - Lana del rey,68.0677,278.5104,10.0576,79.3736,88.0732,132.0122,318.3953,220.0854,0
U089,You know i'm no good - Amy Winehouse,20.9964,33.2355,0.173,30.2091,20.6517,158.7902,25.1393,138.1386,1
U099,Stitches - Shawn Mendes,80.1763,29.3083,31.7519,29.4314,5.5088,88.6864,37.9313,94.1953,1
U110,San lucas - Kevin Kaarl,77.6194,144.0806,31.4479,29.3688,45.6226,102.2418,47.5667,56.6192,1
U095,Amor viejo - Kevin Kaarl,55.411,41.6715,85.6698,106.9802,76.1635,152.8661,12.6995,76.7026,0
U113,Fecha de caducidad - Melendi,59.4279,457.4877,9.736,63.2288,13.5449,36.1479,516.4452,49.6928,1
U038,La luna - Josean Log,60.5,168.1118,8.4129,18.5755,96.9546,62.0359,229.698,34.9186,1
U028,In my bed - Amy Winehouse,30.6395,556.9035,149.6955,116.8583,129.1552,151.7971,645.3408,22.6419,0
U020,Me arrepiento - Alex Ubago,81.4806,173.056,103.1394,98.1273,134.6854,219.5639,103.9317,84.8785,0
U011,Me enamore - Shakira,22.175,385.555,28.2445,34.972,71.3597,24.0472,411.5234,47.3125,1
U104,Tu jardin con enanitos - Melendi,33.0441,444.2776,12.6998,6.9912,3.9271,113.687,472.0469,109.76,1
U117,Somedoy - Jung Kook,35.2342,137.812,19.0379,13.7295,10.8623,67.7449,181.0384,78.6072,1
U058,Si supieras - Kevin Kaarl,51.3542,61.8402,20.9687,12.8517,4.5511,82.3647,163.3349,77.8136,1
U059,Say yes to heaven - Lana del rey,46.9168,436.5408,90.0913,4.9418,35.3274,206.3565,481.2899,171.0291,0
U046,My love mine all mine - Mitski,31.0202,352.9495,55.7905,11.8031,35.6266,2.8643,412.8642,38.4909,1
U059,Valentine - Laufey,63.4427,311.3425,26.8859,7.3044,14.8696,65.8109,372.6175,50.9413,1
U103,Sin remitente - Melendi,75.6635,59.7251,28.5129,58.2981,18.0257,19.2009,121.5278,1.1752,1
U054,Quedate - Manuel Medrano,84.5936,279.7017,154.5383,163.6202,160.8923,210.2667,215.0139,49.3744,0
U023,La negra tiene tumbao - Celia Cruz,31.422,386.5327,0.559,13.4566,56.7124,84.5641,418.4207,141.2766,1
U007,Chachacha - Josean log,68.0895,56.4976,36.1629,25.7468,68.5229,72.2681,223.526,3.7453,1
U041,Beat it - Michael Jackson,84.5936,354.8233,95.5376,120.8249,56.8568,57.5034,422.0291,114.3601,0
U063,Tres veces te engañe - Paquita la del barrio,41.9008,230.5269,54.7861,22.4329,32.0009,336.4077,149.6803,368.4086,0
U064,Alguien como tu - Josean Log,56.9236,52.8023,27.3433,23.7318,44.517,57.763,204.0525,13.246,1
U097,Valentine - Laufey,43.9037,440.0414,102.8142,96.1064,83.1969,40.4702,495.9564,123.6671,0
U119,Ya para que - Greeicy,20.6897,395.9755,47.3167,32.8297,89.3026,39.8339,412.4202,129.1365,0
U115,Donde nadie pueda ir - Manuel Medrano,50.4293,298.8129,13.5603,0.8796,19.4086,20.705,409.8915,1.2965,1
U078,Man down - Rihanna,31.422,93.8531,88.4343,93.5906,32.1605,373.4493,146.9766,405.6098,0
U092,In my blood - Shawn Mendes,60.5392,365.3287,10.3099,18.1097,20.188,118.4847,418.1388,98.2968,1
U031,Cheque al portamor - Melendi,76.1597,22.0431,15.2677,33.8006,14.1064,8.5069,203.8967,22.6133,1
U003,Too sad to dance - Jung Kook,80.7447,355.0986,0.5007,21.0825,38.5367,166.4648,427.1911,205.0016,0
U082,San lucas - Kevin Kaarl,80.5192,97.6732,13.9236,35.1544,2.1519,29.0277,49.0662,26.8758,1
U010,MAI - Milo J,41.4318,332.3212,38.8876,27.9168,30.6563,39.9841,388.8841,9.3278,1
U001,Colapso - Kevin Kaarl,48.7455,137.2017,46.7253,60.9005,9.9262,8.8027,76.3014,18.7289,1
U054,In my blood - Shawn Mendes,84.5936,264.0289,73.1604,102.1328,92.1131,35.4392,328.7167,56.6738,0
U050,My love mine all mine - Mitski,42.5124,218.6318,25.9136,35.8688,12.7314,15.9823,260.9218,3.2509,1
U013,Cinnamon girl - Lana del rey,42.6148,348.8089,158.9016,124.8411,72.3603,259.1564,406.4927,186.7962,0
U051,Las de la intruicion - Shakira,69.1707,134.9154,1.4869,18.9662,47.9478,284.138,145.3179,236.1902,0
U112,Bajo el agua - Manuel Medrano,63.9171,66.281,14.2871,26.8211,29.4337,81.2552,88.1147,110.6888,1
U050,Taco placero - Paquita la del barrio,84.5936,42.6982,47.4158,20.1305,88.6359,3.3932,41.6731,92.0291,1
U104,Caminando por la vida - Melendi,33.0441,249.9765,12.1027,15.913,23.8546,134.6429,277.7458,158.4976,1
U102,Set fire to the rain - Adele,62.6929,278.5104,11.0651,8.1555,153.0018,236.2499,313.0205,389.2517,0
U001,Top of the world - Shawn Mendes,48.7455,13.3737,38.6098,27.8715,24.3602,112.8195,74.2739,88.4593,1
U070,Mentira - Greeicy,24.1391,322.2461,163.276,164.9462,146.9434,78.0805,396.118,68.8629,0
U108,There's nothing holding me back - Shawn Mendes,65.788,318.2095,37.7024,54.2224,53.9296,236.3433,286.1669,182.4137,0
U092,Milagrosa - Milo J,49.0573,420.8495,80.743,96.9995,25.0754,332.1565,462.1776,307.0811,0
U011,From the start - Laufey,18.6661,41.0674,13.1457,18.4655,83.2355,30.6916,55.9402,113.9271,1
U036,Promise - Laufey,61.8251,199.0549,41.5947,44.8153,41.7601,116.1363,194.8733,74.3762,0
U102,Que me perdone tu perro - Paquita la del barrio,84.5936,278.5104,94.7382,105.0003,43.3526,330.487,334.9212,287.1344,0
U054,La mujer que bota fuego - Manuel Medrano,84.5936,333.8971,168.9202,185.1277,103.259,249.111,269.2093,145.8519,0
U044,Man down - Rihanna,31.422,210.8783,33.2255,8.6629,98.6294,39.3523,259.347,59.2771,1
U004,MAI - Milo J,66.7591,369.9399,2.2524,4.3123,18.0597,45.7265,508.3749,27.6669,1
U110,Love on the brain - Rihanna,77.6194,337.072,123.2763,121.5843,59.376,101.9569,433.5859,42.5809,0
U075,Set fire to the rain - Adele,45.7965,212.2571,46.8449,73.2883,62.9355,46.7795,74.9387,109.715,0
U091,From the start - Laufey,52.8632,64.4348,146.5892,137.6294,103.8423,129.2572,56.8445,25.4148,0
U117,Hate you - Jung Kook,35.2342,180.3165,14.9721,7.1058,13.4985,37.1762,223.5429,50.6748,1
U110,Mujeres divinas - Vicente Fernandez,77.6194,51.226,20.5129,8.911,50.4872,92.9084,147.7399,42.4212,1
U074,Combustion - Josean Log,68.8065,463.9883,24.9829,8.0807,46.5578,22.3534,560.5162,68.9111,1
U051,Washin machine - Mitski,27.4053,243.1445,42.3675,67.398,26.348,389.6786,156.971,363.3306,0
U077,Sin miedo a nada - Alex Ubago,32.3816,92.502,23.8438,10.7469,26.3438,68.8914,124.8836,95.2351,1
U031,Aca entre nos - Vicente Fernandez,76.1597,560.1902,46.617,23.2439,63.3752,81.1434,742.0438,17.7681,0
U036,Love on the brain - Rihanna,61.8251,10.6283,0.906,10.7481,28.977,41.5383,14.8099,12.5613,1
U048,Fragile - Laufey,84.2147,274.807,19.1781,2.2238,24.6531,106.5654,354.7127,131.2186,1
U070,Si supieras - Kevin Kaarl,56.7316,72.2972,28.3392,30.1875,0.1798,30.881,178.7616,30.7012,1
U037,Sin remitente - Melendi,62.7244,110.961,12.8367,38.5012,16.3495,59.9951,23.5187,43.6456,1
U083,La distancia - Manuel Medrano,84.5936,285.2048,35.5064,31.9254,61.0218,16.7785,379.2765,44.2433,1
U068,La negra tiene tumbao - Celia Cruz,16.9904,315.9656,74.1842,31.3548,93.1476,107.9303,287.1835,14.7827,0
U008,First love late spring - Mitski,23.3973,130.2436,23.1114,16.0076,57.9604,141.9684,126.2176,84.008,1
U067,Si pudiera - Manuel Medrano,67.7894,514.9089,36.9662,49.0086,14.3214,102.1487,658.1638,87.8273,0
U090,Cola - Lana del rey,10.7933,162.459,11.6752,29.1996,37.1818,67.1642,52.2441,29.9823,1
U001,Love is a losing game - Amy Winehouse,33.5311,169.9242,88.0204,81.7471,155.1344,78.2144,191.3005,76.9199,0
U052,Quedate - Manuel Medrano,66.8761,13.8773,14.2941,0.8963,55.44,25.3223,157.3986,80.7623,1
U113,La promesa - Melendi,59.4279,97.2188,38.1761,77.2963,18.1426,42.1822,156.1763,24.0396,1
U109,Un violinista en tu tejado - Melendi,65.0651,6.6488,22.8172,26.6889,12.8052,97.8143,110.7842,110.6195,1
U031,Alguien como tu - Josean Log,76.1597,36.939,29.1138,42.7028,32.1895,24.9896,218.7926,7.1999,1
U055,Too little too late - Laufey,47.1547,424.1272,101.2737,100.6413,102.5151,83.0077,510.2392,19.5074,0
U006,Sigo aqui - Alex Ubago,76.6242,135.8725,61.0708,93.6446,102.4828,271.5233,70.511,169.0406,0
U063,Yes or no - Jung Kook,38.4107,198.6509,1.1477,0.6923,18.0951,20.7437,282.9876,38.8387,1
U022,Doma - Josean log,41.8354,352.3387,71.6935,83.622,46.9329,55.1567,415.1921,102.0898,0
U065,Standing next to you - Jung Kook,30.3902,390.159,132.441,126.4586,56.6921,36.3592,415.5168,93.0513,0
U052,Estos celos - Vicente Fernandez,66.8761,104.2244,1.6872,10.2196,47.2552,78.1329,39.2969,125.3882,1
U029,Still with you - Jung Kook,82.3671,414.8504,20.2757,27.9175,38.2622,45.2451,494.9524,6.9828,1
U105,In a lake portuguese -  Mitski,3.9897,168.9053,77.8299,100.8516,39.3304,168.3266,137.506,207.657,0
U116,Mercy - Shawn Mendes,78.2254,276.8846,8.6474,42.8202,43.6644,68.3864,355.2919,112.0508,1
U088,Para siempre - Vicente Fernandez,62.9902,45.7892,7.316,19.0701,52.1083,26.5119,41.1302,78.6202,1
U055,Vamonos a marte - Kevin Kaarl,58.7032,80.2664,12.0595,14.8426,4.518,63.8548,17.394,59.3367,1
